instance_id,budget,nodes,hull_vertices,hull_area,hull_perimeter,hull_compactness,density,budget_per_node,rad_0_5__degree_min,rad_0_5__degree_max,rad_0_5__degree_avg,rad_0_5__components,rad_0_5__component_largest,rad_0_5__component_avg_size,rad_0_5__clustering_avg,rad_1_0__degree_min,rad_1_0__degree_max,rad_1_0__degree_avg,rad_1_0__components,rad_1_0__component_largest,rad_1_0__component_avg_size,rad_1_0__clustering_avg,rad_2_0__degree_min,rad_2_0__degree_max,rad_2_0__degree_avg,rad_2_0__components,rad_2_0__component_largest,rad_2_0__component_avg_size,rad_2_0__clustering_avg,knn_3__degree_min,knn_3__degree_max,knn_3__degree_avg,knn_3__components,knn_3__component_largest,knn_3__component_avg_size,knn_3__clustering_avg,knn_5__degree_min,knn_5__degree_max,knn_5__degree_avg,knn_5__components,knn_5__component_largest,knn_5__component_avg_size,knn_5__clustering_avg,knn_8__degree_min,knn_8__degree_max,knn_8__degree_avg,knn_8__components,knn_8__component_largest,knn_8__component_avg_size,knn_8__clustering_avg,knn_12__degree_min,knn_12__degree_max,knn_12__degree_avg,knn_12__components,knn_12__component_largest,knn_12__component_avg_size,knn_12__clustering_avg,nng_plain__degree_min,nng_plain__degree_max,nng_plain__degree_avg,nng_plain__components,nng_plain__component_largest,nng_plain__component_avg_size,nng_plain__clustering_avg,nng_mut__degree_min,nng_mut__degree_max,nng_mut__degree_avg,nng_mut__components,nng_mut__component_largest,nng_mut__component_avg_size,nng_mut__clustering_avg,delaunay__degree_min,delaunay__degree_max,delaunay__degree_avg,delaunay__components,delaunay__component_largest,delaunay__component_avg_size,delaunay__clustering_avg,mst__degree_min,mst__degree_max,mst__degree_avg,mst__components,mst__component_largest,mst__component_avg_size,mst__clustering_avg,mst__mst_edge_sum,mst__mst_edge_max,mst__mst_leaves,mst__mst_diameter,mst__mst_edge_sum_per_sqrtA,mst__mst_edge_max_per_sqrtA,mst__mst_edge_sum_units_s,mst__mst_edge_sum_units_m
mix_clustered_n80_s42108,2.062562,80.0,12.0,0.17505489442859903,1.9332167988509112,0.5886037182757785,456.99950441905645,0.025782024999999997,39.0,73.0,48.625,1.0,80.0,80.0,0.8802588235482112,79.0,79.0,79.0,1.0,80.0,80.0,1.0,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,6.0,3.925,3.0,40.0,26.666666666666668,0.5491666666666666,5.0,10.0,6.425,2.0,40.0,40.0,0.6412996031746031,8.0,16.0,10.15,2.0,40.0,40.0,0.6978139915639916,12.0,25.0,15.05,2.0,40.0,40.0,0.7510203193779043,1.0,3.0,1.425,23.0,7.0,3.4782608695652173,0.0,0.0,1.0,0.575,57.0,2.0,1.4035087719298245,0.0,3.0,11.0,5.625,1.0,80.0,80.0,0.4928345959595958,1.0,3.0,1.975,1.0,80.0,80.0,0.0,2.1720408376501936,0.3040077894561256,19.0,1.1038280699068888,5.191356544728174,0.726603662364277,0.5877582850354748,1.996176280358398
mix_clustered_n80_s42144,2.482824,80.0,11.0,0.36562357656634586,2.900540685256535,0.5461175503118613,218.8042706416752,0.0310353,26.0,52.0,40.85,1.0,80.0,80.0,0.8308031657328524,52.0,79.0,68.775,1.0,80.0,80.0,0.9243624110159361,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,6.0,4.075,3.0,27.0,26.666666666666668,0.5374999999999999,5.0,11.0,6.575,3.0,27.0,26.666666666666668,0.6335858585858587,8.0,17.0,10.35,2.0,53.0,40.0,0.7110954139814434,12.0,26.0,15.4,2.0,53.0,40.0,0.7777657396567996,1.0,3.0,1.45,22.0,7.0,3.6363636363636362,0.0,0.0,1.0,0.55,58.0,2.0,1.3793103448275863,0.0,3.0,9.0,5.65,1.0,80.0,80.0,0.4517757936507934,1.0,3.0,1.975,1.0,80.0,80.0,0.0,3.4402774054065057,0.2562547563129317,19.0,1.9279106183130033,5.689529673683625,0.42379403410136235,0.6441607650814574,1.4397776646882459
mix_clustered_n80_s42150,16.0,80.0,14.0,0.5608147860131141,2.9337826766839137,0.8187917152999622,142.64959126475185,0.2,13.0,46.0,29.025,1.0,80.0,80.0,0.9109079968793763,61.0,79.0,74.8,1.0,80.0,80.0,0.9611637291237148,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,6.0,3.8,7.0,18.0,11.428571428571429,0.6362499999999999,5.0,10.0,6.325,5.0,27.0,16.0,0.7214583333333333,8.0,14.0,9.475,4.0,27.0,20.0,0.807440961815962,12.0,21.0,13.2,4.0,27.0,20.0,0.8821890915457095,1.0,3.0,1.275,29.0,6.0,2.7586206896551726,0.0,0.0,1.0,0.725,51.0,2.0,1.5686274509803921,0.0,2.0,8.0,5.525,1.0,80.0,80.0,0.45681547619047597,1.0,4.0,1.975,1.0,80.0,80.0,0.0,3.470370148629323,0.47008651919620065,19.0,2.3142160245534207,4.634107149394978,0.6277230399476893,0.5246672709399973,2.723627658302443
mix_clustered_n80_s42194,3.862011,80.0,13.0,0.4760379462038227,2.711070181374391,0.8138978781459701,168.05382982168152,0.048275137499999995,20.0,68.0,45.5,1.0,80.0,80.0,0.8285078098181137,79.0,79.0,79.0,1.0,80.0,80.0,1.0,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,8.0,3.925,1.0,80.0,80.0,0.5260119047619046,5.0,10.0,6.375,1.0,80.0,80.0,0.5992559523809522,8.0,16.0,10.075,1.0,80.0,80.0,0.6723657939282939,12.0,21.0,14.625,1.0,80.0,80.0,0.7176344718662829,1.0,3.0,1.425,23.0,7.0,3.4782608695652173,0.0,0.0,1.0,0.575,57.0,2.0,1.4035087719298245,0.0,3.0,8.0,5.625,1.0,80.0,80.0,0.45642857142857113,1.0,4.0,1.975,1.0,80.0,80.0,0.0,4.197008145931758,0.1369228350750889,20.0,1.9586427856800088,6.083016937596725,0.19845182471539372,0.688710854721462,1.5517392231634977
mix_clustered_n80_s42215,2.962312,80.0,16.0,0.5557421166245552,2.779614845626824,0.9038865618782868,143.95165960409997,0.0370289,19.0,76.0,46.525,1.0,80.0,80.0,0.8331169249054868,79.0,79.0,79.0,1.0,80.0,80.0,1.0,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,6.0,3.75,4.0,55.0,20.0,0.5983333333333333,5.0,11.0,5.9,2.0,74.0,40.0,0.7296392496392494,8.0,14.0,9.55,1.0,80.0,80.0,0.7027865190365191,12.0,26.0,14.65,1.0,80.0,80.0,0.728238457029689,1.0,3.0,1.45,22.0,7.0,3.6363636363636362,0.0,0.0,1.0,0.55,58.0,2.0,1.3793103448275863,0.0,3.0,10.0,5.525,1.0,80.0,80.0,0.4677976190476188,1.0,3.0,1.975,1.0,80.0,80.0,0.0,4.089026368882382,0.21635363094942506,18.0,2.4287672442880246,5.485083658107323,0.2902201302793822,0.6210136669266426,1.743265576836585
mix_clustered_n80_s42284,2.300412,80.0,15.0,0.3666306001942042,2.6089803812360373,0.6768570349151496,218.20328133446583,0.02875515,25.0,53.0,43.9,2.0,54.0,40.0,1.0,60.0,79.0,75.35,1.0,80.0,80.0,0.96574501962375,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,6.0,3.825,2.0,54.0,40.0,0.5604166666666666,5.0,11.0,6.525,2.0,54.0,40.0,0.5729662698412697,8.0,17.0,10.55,2.0,54.0,40.0,0.6477584364165248,12.0,25.0,15.725,2.0,54.0,40.0,0.7147924787854791,1.0,3.0,1.425,23.0,7.0,3.4782608695652173,0.0,0.0,1.0,0.575,57.0,2.0,1.4035087719298245,0.0,3.0,9.0,5.55,1.0,80.0,80.0,0.48079365079365044,1.0,3.0,1.975,1.0,80.0,80.0,0.0,2.9431591499903047,0.5565163273256231,15.0,1.7832161432059854,4.860706431680753,0.9191016705895494,0.5503225316409419,2.0508494504949883
mix_clustered_n80_s42321,2.872008,80.0,8.0,0.3447326751831222,2.5734810798437966,0.6541093457179639,232.06387371752317,0.035900100000000004,33.0,75.0,53.5,1.0,80.0,80.0,0.8687640655751231,72.0,79.0,78.675,1.0,80.0,80.0,0.9961863710906027,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,8.0,4.0,4.0,30.0,20.0,0.6210714285714285,5.0,10.0,6.25,2.0,40.0,40.0,0.6974801587301587,8.0,16.0,9.225,1.0,80.0,80.0,0.7785011516261519,12.0,23.0,14.15,1.0,80.0,80.0,0.7388815876741152,1.0,3.0,1.45,22.0,7.0,3.6363636363636362,0.0,0.0,1.0,0.55,58.0,2.0,1.3793103448275863,0.0,3.0,11.0,5.725,1.0,80.0,80.0,0.4679076479076477,1.0,3.0,1.975,1.0,80.0,80.0,0.0,3.130665250247631,0.11936017177015121,19.0,2.3922167419356257,5.3320646673738175,0.20329102721440814,0.6036890661606412,1.6033837580921833
mix_clustered_n80_s42327,18.0,80.0,10.0,0.7371507102385056,3.269488034463775,0.8665759815747445,108.5259756096768,0.225,13.0,52.0,33.775,1.0,80.0,80.0,0.8592227240438903,66.0,79.0,76.6,1.0,80.0,80.0,0.9732766005869937,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,6.0,3.775,9.0,20.0,8.88888888888889,0.6758333333333336,5.0,8.0,5.625,7.0,20.0,11.428571428571429,0.8433928571428568,8.0,19.0,9.675,2.0,60.0,40.0,0.8035816911416758,12.0,23.0,14.85,1.0,80.0,80.0,0.809000014368082,1.0,3.0,1.45,22.0,7.0,3.6363636363636362,0.0,0.0,1.0,0.55,58.0,2.0,1.3793103448275863,0.0,3.0,12.0,5.675,1.0,80.0,80.0,0.47444534632034613,1.0,3.0,1.975,1.0,80.0,80.0,0.0,3.661742219086263,0.31204049091744485,17.0,2.520478873402996,4.264907567579316,0.36344007073143014,0.4828669994359812,1.8882993624278437
mix_clustered_n80_s42357,1.550117,80.0,10.0,0.1320160991780112,1.3994962174735681,0.8470192919463289,605.9866978202983,0.0193764625,77.0,79.0,78.95,1.0,80.0,80.0,0.9993752028562157,79.0,79.0,79.0,1.0,80.0,80.0,1.0,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,7.0,4.0,1.0,80.0,80.0,0.5260714285714286,5.0,10.0,6.6,1.0,80.0,80.0,0.5475892857142861,8.0,15.0,10.5,1.0,80.0,80.0,0.6158700327450327,12.0,23.0,15.45,1.0,80.0,80.0,0.6558831278613554,1.0,3.0,1.425,23.0,9.0,3.4782608695652173,0.0,0.0,1.0,0.575,57.0,2.0,1.4035087719298245,0.0,4.0,10.0,5.675,1.0,80.0,80.0,0.44521825396825376,1.0,4.0,1.975,1.0,80.0,80.0,0.0,2.2883709935005725,0.09207176694839736,24.0,0.9260474354131822,6.298149802134293,0.2534037454744807,0.7130679032936268,1.6114428459697225
mix_clustered_n80_s42364,16.0,80.0,13.0,0.6053134901854381,3.1454223333720903,0.7688334758057604,132.16292267910956,0.2,23.0,47.0,32.25,1.0,80.0,80.0,0.8428313593362313,58.0,79.0,74.125,1.0,80.0,80.0,0.9566320709165573,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,6.0,3.875,7.0,25.0,11.428571428571429,0.7079166666666666,5.0,10.0,5.8,6.0,25.0,13.333333333333334,0.8234027777777774,8.0,16.0,9.5,1.0,80.0,80.0,0.7824826215451216,12.0,25.0,14.825,1.0,80.0,80.0,0.7827300544985293,1.0,3.0,1.4,24.0,7.0,3.3333333333333335,0.0,0.0,1.0,0.6,56.0,2.0,1.4285714285714286,0.0,2.0,10.0,5.6,1.0,80.0,80.0,0.48537698412698393,1.0,3.0,1.975,1.0,80.0,80.0,0.0,3.3247602816253217,0.33349377468402613,17.0,2.477964272576739,4.273366698415598,0.4286447954578386,0.4838247306552465,2.249733515931875
mix_clustered_n80_s42373,2.712856,80.0,15.0,0.6188517555762918,3.206176620016522,0.7565220759743801,129.27167011993333,0.0339107,23.0,56.0,38.1,1.0,80.0,80.0,0.8875647009008828,51.0,79.0,69.725,1.0,80.0,80.0,0.9318329122110611,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,8.0,4.075,2.0,48.0,40.0,0.5676785714285715,5.0,13.0,6.65,2.0,48.0,40.0,0.6751273032523033,8.0,15.0,10.0,2.0,48.0,40.0,0.738991217116217,12.0,18.0,13.9,2.0,48.0,40.0,0.8265580885617645,1.0,3.0,1.4,24.0,5.0,3.3333333333333335,0.0,0.0,1.0,0.6,56.0,2.0,1.4285714285714286,0.0,3.0,9.0,5.575,1.0,80.0,80.0,0.4638095238095235,1.0,4.0,1.975,1.0,80.0,80.0,0.0,4.095740435754823,0.2773132203772478,19.0,2.0623373142012853,5.206418951806363,0.35251472323647665,0.5894636301560622,1.7734184414734009
mix_clustered_n300_s44901,22.5,300.0,21.0,0.8311786745134646,3.4102601433870783,0.898109390534694,360.93322554937635,0.075,41.0,246.0,159.2,1.0,300.0,300.0,0.8396819918949906,242.0,299.0,293.81333333333333,1.0,300.0,300.0,0.9848200951305376,299.0,299.0,299.0,1.0,300.0,300.0,1.0,3.0,7.0,3.8266666666666667,2.0,296.0,150.0,0.5287936507936506,5.0,10.0,6.286666666666667,1.0,300.0,300.0,0.5354920634920629,8.0,16.0,9.866666666666667,1.0,300.0,300.0,0.5966860269360267,12.0,22.0,14.473333333333333,1.0,300.0,300.0,0.6334916896542273,1.0,3.0,1.4,90.0,10.0,3.3333333333333335,0.0,0.0,1.0,0.6,210.0,2.0,1.4285714285714286,0.0,3.0,10.0,5.84,1.0,300.0,300.0,0.44076190476190563,1.0,4.0,1.9933333333333334,1.0,300.0,300.0,0.0,9.146670312941145,0.13183311260074224,69.0,2.6574043843408575,10.032653875359005,0.1446030022710175,0.5811727841764077,1.5675866971999435
mix_clustered_n80_s42383,4.97181,80.0,10.0,0.6666983405098781,3.130921782621497,0.8546628012193432,119.9942989790818,0.062147625,15.0,66.0,46.225,1.0,80.0,80.0,0.7944417396456546,72.0,79.0,78.7,1.0,80.0,80.0,0.9964288044322268,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,6.0,3.775,2.0,75.0,40.0,0.4904166666666666,5.0,10.0,6.25,1.0,80.0,80.0,0.5744246031746032,8.0,14.0,9.925,1.0,80.0,80.0,0.6021604090354093,12.0,22.0,14.775,1.0,80.0,80.0,0.6533949211048669,1.0,3.0,1.425,23.0,7.0,3.4782608695652173,0.0,0.0,1.0,0.575,57.0,2.0,1.4035087719298245,0.0,3.0,8.0,5.65,1.0,80.0,80.0,0.4577380952380949,1.0,3.0,1.975,1.0,80.0,80.0,0.0,5.2251838515362365,0.21844137777445005,19.0,2.806447134479371,6.399365106687471,0.2675286019602094,0.7245273615895381,1.2593062285340468
mix_clustered_n80_s42397,0.687693,80.0,11.0,0.06379393104464492,1.2137927925030745,0.5441268039670728,1254.037785255992,0.0085961625,74.0,79.0,78.65,1.0,80.0,80.0,0.9958550640859114,79.0,79.0,79.0,1.0,80.0,80.0,1.0,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,6.0,3.975,2.0,40.0,40.0,0.4979166666666666,5.0,11.0,6.625,2.0,40.0,40.0,0.5815485209235209,8.0,14.0,10.3,2.0,40.0,40.0,0.646026959151959,12.0,24.0,15.2,2.0,40.0,40.0,0.7020341993205941,1.0,3.0,1.45,22.0,8.0,3.6363636363636362,0.0,0.0,1.0,0.55,58.0,2.0,1.3793103448275863,0.0,3.0,9.0,5.65,1.0,80.0,80.0,0.4466369047619045,1.0,3.0,1.975,1.0,80.0,80.0,0.0,1.3145619574955576,0.282948756038969,20.0,0.6992798946170533,5.204648178989311,1.1202581357756105,0.5892631456805363,1.7277917941624121
mix_clustered_n80_s42399,1.519495,80.0,15.0,0.24122246691664215,2.349567049615591,0.5491006181039594,331.6440670828772,0.018993687500000002,25.0,69.0,55.0,1.0,80.0,80.0,0.8733584911178603,67.0,79.0,78.025,1.0,80.0,80.0,0.9893387071034587,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,7.0,3.975,5.0,26.0,16.0,0.5753571428571429,5.0,12.0,6.4,5.0,26.0,16.0,0.7158071789321789,8.0,13.0,9.8,5.0,26.0,16.0,0.8451093351093351,12.0,16.0,12.55,3.0,53.0,26.666666666666668,0.9498176823176824,1.0,3.0,1.4,24.0,6.0,3.3333333333333335,0.0,0.0,1.0,0.6,56.0,2.0,1.4285714285714286,0.0,3.0,10.0,5.575,1.0,80.0,80.0,0.4801785714285713,1.0,3.0,1.975,1.0,80.0,80.0,0.0,2.363262023001734,0.36944238383406963,18.0,1.6995509006995975,4.811749376910671,0.7522078139943407,0.5447796808842794,1.9712150981324679
mix_clustered_n80_s42428,2.684451,80.0,11.0,0.6869183779754751,3.316923343801356,0.7845924598800937,116.46216284936291,0.0335556375,13.0,61.0,39.8,1.0,80.0,80.0,0.8044158830955992,61.0,79.0,76.0,1.0,80.0,80.0,0.9710242929864578,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,6.0,3.825,7.0,27.0,11.428571428571429,0.6404166666666669,5.0,12.0,6.075,4.0,53.0,20.0,0.7464646464646464,8.0,16.0,9.825,1.0,80.0,80.0,0.756695804195804,12.0,22.0,14.425,1.0,80.0,80.0,0.7802888159312308,1.0,3.0,1.4,24.0,7.0,3.3333333333333335,0.0,0.0,1.0,0.6,56.0,2.0,1.4285714285714286,0.0,3.0,10.0,5.65,1.0,80.0,80.0,0.4693948412698412,1.0,4.0,1.975,1.0,80.0,80.0,0.0,4.309594395992619,0.23313879321983294,21.0,1.81987652412342,5.199766358986386,0.28129497641040807,0.5887104326992472,1.7793140404335424
mix_clustered_n80_s42434,2.426166,80.0,11.0,0.24753642766637224,1.9558651683797603,0.8131509208381679,323.18475609506413,0.030327075,44.0,79.0,65.85,1.0,80.0,80.0,0.904042004984454,79.0,79.0,79.0,1.0,80.0,80.0,1.0,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,6.0,4.1,3.0,42.0,26.666666666666668,0.6179166666666667,5.0,11.0,6.4,2.0,42.0,40.0,0.670463564213564,8.0,14.0,9.825,1.0,80.0,80.0,0.7650043012543014,12.0,21.0,13.6,1.0,80.0,80.0,0.8303913590494474,1.0,3.0,1.375,25.0,7.0,3.2,0.0,0.0,1.0,0.625,55.0,2.0,1.4545454545454546,0.0,3.0,11.0,5.65,1.0,80.0,80.0,0.4659523809523806,1.0,3.0,1.975,1.0,80.0,80.0,0.0,2.5773705483522806,0.1032982491865181,19.0,1.2418489504680044,5.180328517259162,0.2076220147646079,0.5865097068542875,1.4638391407691267
mix_clustered_n80_s42447,3.051821,80.0,10.0,0.25370113845327796,1.90852008328491,0.8752634865577503,315.3316555366303,0.0381477625,53.0,79.0,75.25,1.0,80.0,80.0,0.9641706401280077,79.0,79.0,79.0,1.0,80.0,80.0,1.0,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,6.0,3.875,1.0,80.0,80.0,0.5420833333333334,5.0,10.0,6.15,1.0,80.0,80.0,0.5835119047619051,8.0,13.0,9.475,1.0,80.0,80.0,0.6091965673215674,12.0,21.0,14.525,1.0,80.0,80.0,0.6444891385274515,1.0,3.0,1.45,22.0,7.0,3.6363636363636362,0.0,0.0,1.0,0.55,58.0,2.0,1.3793103448275863,0.0,3.0,10.0,5.7,1.0,80.0,80.0,0.46471230158730126,1.0,3.0,1.975,1.0,80.0,80.0,0.0,3.2804354691959032,0.10189499548554873,17.0,1.4767129654078208,6.512838228934994,0.2022980266391607,0.7373746332333156,1.4738439144846605
mix_clustered_n80_s42519,1.477925,80.0,10.0,0.5607603558447307,3.126790906581276,0.7207580243308712,142.66343753828284,0.0184740625,19.0,39.0,29.0,3.0,40.0,26.666666666666668,1.0,45.0,79.0,67.9,1.0,80.0,80.0,0.9241533336249406,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,7.0,3.9,3.0,40.0,26.666666666666668,0.5611309523809523,5.0,11.0,6.3,3.0,40.0,26.666666666666668,0.6243623737373738,8.0,16.0,9.825,3.0,40.0,26.666666666666668,0.7003849969474973,12.0,22.0,14.475,3.0,40.0,26.666666666666668,0.7824319031072127,1.0,3.0,1.35,26.0,5.0,3.076923076923077,0.0,0.0,1.0,0.65,54.0,2.0,1.4814814814814814,0.0,3.0,12.0,5.625,1.0,80.0,80.0,0.4988104256854255,1.0,4.0,1.975,1.0,80.0,80.0,0.0,3.1492865645449846,0.6273567514963077,19.0,1.9570952007252103,4.205557053344283,0.8377721611369631,0.4761474154193178,2.369707819956204
mix_clustered_n80_s42540,30.0,80.0,15.0,0.6075460989476223,3.141782760624837,0.7734581071359347,131.67725072809156,0.375,20.0,60.0,40.625,1.0,80.0,80.0,0.8930434416124479,55.0,79.0,76.5,1.0,80.0,80.0,0.9751693460750399,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,6.0,3.95,2.0,40.0,40.0,0.56,5.0,9.0,6.475,2.0,40.0,40.0,0.586190476190476,8.0,13.0,9.8,2.0,40.0,40.0,0.705642135642136,12.0,22.0,14.625,1.0,80.0,80.0,0.761870942202792,1.0,3.0,1.4,24.0,8.0,3.3333333333333335,0.0,0.0,1.0,0.6,56.0,2.0,1.4285714285714286,0.0,3.0,9.0,5.525,1.0,80.0,80.0,0.4693253968253968,1.0,3.0,1.975,1.0,80.0,80.0,0.0,4.32411887789023,0.2783752701121276,15.0,2.5080136645880047,5.547636625240682,0.357142087820859,0.6280958282787691,1.5343392818929893
mix_clustered_n80_s42556,16.0,80.0,12.0,0.3294246639940608,2.269538353107084,0.8036943644213143,242.84763329512668,0.2,38.0,76.0,52.8,1.0,80.0,80.0,0.8666511868203186,79.0,79.0,79.0,1.0,80.0,80.0,1.0,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,7.0,3.9,1.0,80.0,80.0,0.5094047619047619,5.0,10.0,6.475,1.0,80.0,80.0,0.5683432539682542,8.0,15.0,10.525,1.0,80.0,80.0,0.6345078532578532,12.0,24.0,15.675,1.0,80.0,80.0,0.6831918897114835,1.0,3.0,1.45,22.0,8.0,3.6363636363636362,0.0,0.0,1.0,0.55,58.0,2.0,1.3793103448275863,0.0,3.0,8.0,5.65,1.0,80.0,80.0,0.4586309523809522,1.0,3.0,1.975,1.0,80.0,80.0,0.0,3.327837800683642,0.15304883411839498,19.0,1.6598399334939415,5.7980785504481736,0.2666563743252958,0.6564505203891423,1.4726055769928648
mix_clustered_n80_s42581,1.314503,80.0,10.0,0.3942955285843926,2.611688056256583,0.7264222035705701,202.8935004340971,0.0164312875,12.0,56.0,33.7,1.0,80.0,80.0,0.9082552411177343,79.0,79.0,79.0,1.0,80.0,80.0,1.0,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,6.0,3.875,5.0,26.0,16.0,0.5900000000000001,5.0,11.0,6.3,4.0,27.0,20.0,0.6622204184704186,8.0,15.0,9.575,4.0,27.0,20.0,0.7960725385725385,12.0,23.0,13.275,4.0,27.0,20.0,0.9135685107049436,1.0,3.0,1.45,22.0,5.0,3.6363636363636362,0.0,0.0,1.0,0.55,58.0,2.0,1.3793103448275863,0.0,3.0,9.0,5.675,1.0,80.0,80.0,0.45434523809523786,1.0,4.0,1.975,1.0,80.0,80.0,0.0,2.505409433417906,0.41344698616993203,16.0,1.4355552638636604,3.9899530216285606,0.6584289297184828,0.45173702194390636,2.132758437885906
mix_clustered_n80_s42589,3.012692,80.0,11.0,0.45147029796219,3.112837934339548,0.585498823744787,177.19881099841453,0.03765865,12.0,66.0,49.375,1.0,80.0,80.0,0.9035092530259192,55.0,79.0,73.825,1.0,80.0,80.0,0.9553798166581426,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,7.0,3.925,5.0,34.0,16.0,0.6570238095238097,5.0,11.0,6.25,4.0,40.0,20.0,0.7297501803751802,8.0,16.0,9.775,3.0,53.0,26.666666666666668,0.7737029983904984,12.0,21.0,13.575,2.0,67.0,40.0,0.8413927744297324,1.0,3.0,1.425,23.0,8.0,3.4782608695652173,0.0,0.0,1.0,0.575,57.0,2.0,1.4035087719298245,0.0,3.0,9.0,5.65,1.0,80.0,80.0,0.4602083333333331,1.0,4.0,1.975,1.0,80.0,80.0,0.0,3.6725836846950273,0.3872809863290476,19.0,2.440190437311825,5.465842444350301,0.5763835584710273,0.6188352030314372,1.5160295918693654
mix_clustered_n80_s42601,20.0,80.0,11.0,0.6966328774875123,3.0706915076146815,0.9284135180106002,114.8381056727172,0.25,20.0,68.0,43.925,1.0,80.0,80.0,0.8218292860549413,73.0,79.0,78.6,1.0,80.0,80.0,0.9952542281459834,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,7.0,3.9,2.0,69.0,40.0,0.5354166666666665,5.0,10.0,6.25,1.0,80.0,80.0,0.6011507936507934,8.0,15.0,9.85,1.0,80.0,80.0,0.6712389693639695,12.0,22.0,14.65,1.0,80.0,80.0,0.7284496021908947,1.0,3.0,1.425,23.0,6.0,3.4782608695652173,0.0,0.0,1.0,0.575,57.0,2.0,1.4035087719298245,0.0,3.0,9.0,5.6,1.0,80.0,80.0,0.46051587301587293,1.0,4.0,1.975,1.0,80.0,80.0,0.0,4.852328125591437,0.20095465483785144,19.0,2.2400880352527275,5.813640566800081,0.24076651520969494,0.658212430588121,1.514072062857178
mix_clustered_n80_s42624,2.722429,80.0,11.0,0.26493633173599535,2.145949555270665,0.722956830424614,301.95934047927665,0.0340303625,33.0,79.0,70.25,1.0,80.0,80.0,0.9306777220150172,79.0,79.0,79.0,1.0,80.0,80.0,1.0,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,8.0,3.95,2.0,67.0,40.0,0.5731845238095237,5.0,10.0,6.35,2.0,67.0,40.0,0.6624206349206347,8.0,15.0,9.7,1.0,80.0,80.0,0.7103601259851258,12.0,22.0,13.8,1.0,80.0,80.0,0.7936696668914158,1.0,3.0,1.35,26.0,6.0,3.076923076923077,0.0,0.0,1.0,0.65,54.0,2.0,1.4814814814814814,0.0,3.0,10.0,5.65,1.0,80.0,80.0,0.4498015873015871,1.0,3.0,1.975,1.0,80.0,80.0,0.0,2.736394286266001,0.14793022328449318,22.0,1.4223221307832523,5.316280844973186,0.28739959602572746,0.6019020433843071,1.5800253592537243
mix_clustered_n80_s42647,20.0,80.0,9.0,0.21805021916271844,1.8408536799145043,0.808589042048867,366.8879596048494,0.25,50.0,79.0,77.3,1.0,80.0,80.0,0.984279766627061,79.0,79.0,79.0,1.0,80.0,80.0,1.0,79.0,79.0,79.0,1.0,80.0,80.0,1.0,3.0,7.0,3.875,1.0,80.0,80.0,0.5433333333333333,5.0,10.0,6.4,1.0,80.0,80.0,0.5989186507936506,8.0,14.0,9.975,1.0,80.0,80.0,0.5946317571317572,12.0,21.0,15.35,1.0,80.0,80.0,0.642499390444437,1.0,3.0,1.275,29.0,6.0,2.7586206896551726,0.0,0.0,1.0,0.725,51.0,2.0,1.5686274509803921,0.0,3.0,9.0,5.675,1.0,80.0,80.0,0.46649801587301554,1.0,3.0,1.975,1.0,80.0,80.0,0.0,2.868278040270547,0.09684250740248311,19.0,0.9745760249312374,6.142469153189908,0.20738997617581353,0.6954419532267446,1.8374148261867338
