instance_id,budget,nodes,hull_vertices,hull_area,hull_perimeter,hull_compactness,density,budget_per_node,rad_0_5__degree_min,rad_0_5__degree_max,rad_0_5__degree_avg,rad_0_5__component_largest,rad_0_5__clustering_avg,rad_1_0__degree_min,rad_1_0__clustering_avg,knn_3__degree_max,knn_3__degree_avg,knn_3__components,knn_3__component_largest,knn_3__component_avg_size,knn_3__clustering_avg,knn_5__degree_max,knn_5__degree_avg,knn_5__components,knn_5__component_largest,knn_5__component_avg_size,knn_5__clustering_avg,knn_8__degree_max,knn_8__degree_avg,knn_8__components,knn_8__component_largest,knn_8__component_avg_size,knn_8__clustering_avg,knn_12__degree_max,knn_12__degree_avg,knn_12__components,knn_12__component_largest,knn_12__component_avg_size,knn_12__clustering_avg,nng_plain__degree_max,nng_plain__degree_avg,nng_plain__components,nng_plain__component_largest,nng_plain__component_avg_size,nng_plain__clustering_avg,delaunay__degree_max,delaunay__degree_avg,delaunay__clustering_avg,mst__degree_avg,mst__mst_edge_sum,mst__mst_edge_max,mst__mst_leaves,mst__mst_diameter,mst__mst_edge_sum_per_sqrtA,mst__mst_edge_max_per_sqrtA,mst__mst_edge_sum_units_s,mst__mst_edge_sum_units_m
mix_uniform_n100_s43519,6.603247,100.0,15.0,0.8779922424747739,3.553660418064303,0.8736725539501865,113.8962227253086,0.06603247,18.0,74.0,43.8,100.0,0.759680272462257,77.0,0.9744604061471068,6.0,3.78,1.0,100.0,100.0,0.5396666666666666,10.0,5.98,1.0,100.0,100.0,0.6021587301587304,15.0,9.54,1.0,100.0,100.0,0.6130293595293597,22.0,14.22,1.0,100.0,100.0,0.6566666901210244,3.0,1.32,34.0,7.0,2.9411764705882355,0.0,9.0,5.64,0.4528015873015871,1.98,6.770093229227981,0.1488625143143833,24.0,3.403277248851511,7.2251906282418386,0.1588693104959574,0.7298172351759434,1.402061463947446
mix_uniform_n100_s43529,4.786906,100.0,10.0,0.8891393476182898,3.65877383465697,0.834658008102598,112.4683102461576,0.04786906,21.0,78.0,47.02,100.0,0.7631331089593787,83.0,0.972912739124802,6.0,3.78,1.0,100.0,100.0,0.5110000000000001,9.0,5.98,1.0,100.0,100.0,0.6136349206349208,15.0,9.48,1.0,100.0,100.0,0.6570628260628258,21.0,13.98,1.0,100.0,100.0,0.6669422228957832,3.0,1.44,28.0,8.0,3.571428571428572,0.0,9.0,5.74,0.4404999999999998,1.98,6.799650991578237,0.1827164889822481,20.0,3.36024982995549,7.21110313822533,0.1937728052126958,0.7283942563863971,1.4410846305785392
mix_uniform_n100_s43544,4.779784,100.0,13.0,0.8491467965895801,3.5235716517309106,0.8594614960119651,117.76526791554652,0.04779784,17.0,78.0,47.46,100.0,0.7636857431294404,80.0,0.976805757910706,6.0,3.7,1.0,100.0,100.0,0.5233333333333333,11.0,6.02,1.0,100.0,100.0,0.5853499278499279,15.0,9.3,1.0,100.0,100.0,0.6208563658563659,21.0,14.1,1.0,100.0,100.0,0.6388628686415064,3.0,1.38,31.0,8.0,3.225806451612903,0.0,10.0,5.68,0.4613412698412695,1.98,6.918848699935634,0.1482354225446805,24.0,2.3076388551806297,7.508314331903117,0.1608646461077106,0.7584155890811229,1.4917629258885103
mix_uniform_n100_s43549,16.0,100.0,10.0,0.9147061556109032,3.7152968062052096,0.8327304341282857,109.3247261829272,0.16,17.0,80.0,48.44,100.0,0.7591911615619037,81.0,0.980881648430354,6.0,3.84,1.0,100.0,100.0,0.5123333333333333,10.0,5.94,1.0,100.0,100.0,0.5885634920634919,14.0,9.44,1.0,100.0,100.0,0.6129584859584859,20.0,14.06,1.0,100.0,100.0,0.6459473239179121,3.0,1.4,30.0,5.0,3.333333333333333,0.0,9.0,5.74,0.4550238095238093,1.98,6.830297475952424,0.1514741362741508,27.0,3.074854742672633,7.141654200733568,0.1583790318699016,0.7213792121953099,1.232647154908169
mix_uniform_n100_s43551,7.334305,100.0,13.0,0.8554962584906471,3.5308082864543366,0.8623423285204255,116.89121840980356,0.0733430499999999,23.0,81.0,50.58,100.0,0.7748947975970342,78.0,0.9795988846143854,6.0,3.7,1.0,100.0,100.0,0.4876666666666668,10.0,5.94,1.0,100.0,100.0,0.5597857142857143,13.0,9.44,1.0,100.0,100.0,0.6083428793428795,20.0,13.94,1.0,100.0,100.0,0.6420209002383926,3.0,1.36,32.0,7.0,3.125,0.0,8.0,5.68,0.4475952380952379,1.98,7.000816204652188,0.1530006038223378,23.0,3.340963352987664,7.569019408179545,0.1654185034917653,0.7645474149676308,1.3370349618108988
mix_uniform_n100_s43577,6.284026,100.0,10.0,0.9140596254609312,3.694807711831571,0.8413965123879711,109.40205344872682,0.06284026,16.0,70.0,43.98,100.0,0.7767218119938193,81.0,0.9643404674468314,7.0,3.88,3.0,74.0,33.333333333333336,0.5812857142857145,9.0,5.94,1.0,100.0,100.0,0.6100079365079367,14.0,9.3,1.0,100.0,100.0,0.6434509934509931,19.0,13.7,1.0,100.0,100.0,0.6798989176458216,3.0,1.44,28.0,9.0,3.571428571428572,0.0,11.0,5.74,0.4649927849927847,1.98,6.723620098903923,0.1569010659269082,28.0,2.3348558295974837,7.032599793701013,0.1641113548412592,0.7103636155253548,1.4887513648551198
mix_uniform_n100_s43592,5.862716,100.0,14.0,0.8959329835488771,3.629917549162714,0.8544602588690806,111.61549115413784,0.05862716,20.0,74.0,45.04,100.0,0.771331457515808,81.0,0.9698432032528106,7.0,3.86,2.0,77.0,50.0,0.5344285714285713,10.0,6.02,1.0,100.0,100.0,0.5837380952380953,20.0,9.5,1.0,100.0,100.0,0.6377490638016952,22.0,14.02,1.0,100.0,100.0,0.666299748754857,3.0,1.38,31.0,7.0,3.225806451612903,0.0,9.0,5.66,0.4612380952380949,1.98,6.703946650460586,0.1675714023573234,25.0,3.053689943911212,7.082601170935695,0.1770362254403941,0.7154142596904742,1.2514897513254213
mix_uniform_n100_s43612,30.0,100.0,13.0,0.8976919697818696,3.65025390167211,0.8466249375850783,111.39678571960384,0.3,20.0,73.0,46.14,100.0,0.7649686066499055,83.0,0.9719436615004532,7.0,3.82,2.0,96.0,50.0,0.5778571428571428,11.0,6.18,1.0,100.0,100.0,0.6019747474747477,16.0,9.54,1.0,100.0,100.0,0.6379671439671442,21.0,14.1,1.0,100.0,100.0,0.6657486846658675,3.0,1.44,28.0,10.0,3.571428571428572,0.0,9.0,5.68,0.448738095238095,1.98,6.725255288709038,0.187358897573614,25.0,2.6769826846346376,7.0981488855298736,0.1977473408688309,0.7169847359121083,1.5635091565839216
mix_uniform_n100_s43642,4.985391,100.0,11.0,0.9361084561788018,3.7365077557389137,0.8425666329121929,106.82522878620324,0.04985391,13.0,77.0,48.02,100.0,0.7632123532187375,75.0,0.9739242433687236,6.0,3.76,1.0,100.0,100.0,0.4953333333333332,10.0,6.06,1.0,100.0,100.0,0.5823968253968254,15.0,9.64,1.0,100.0,100.0,0.6272646242646244,19.0,14.44,1.0,100.0,100.0,0.6549136862449555,3.0,1.34,33.0,6.0,3.0303030303030303,0.0,9.0,5.72,0.4464523809523807,1.98,6.695585877144749,0.2117969677025618,23.0,3.095003622815579,6.92030921988495,0.2189054901586511,0.699021133321712,1.394450977187509
mix_uniform_n100_s43643,4.166748,100.0,12.0,0.8761848648757874,3.5329817339028544,0.8821101652804834,114.13116570345748,0.04166748,21.0,75.0,47.94,100.0,0.762722323132604,84.0,0.9820547327528092,7.0,3.84,3.0,69.0,33.333333333333336,0.5801428571428571,9.0,5.98,2.0,75.0,50.0,0.6272539682539682,14.0,9.76,1.0,100.0,100.0,0.6176147741147744,21.0,14.22,1.0,100.0,100.0,0.6519207596668894,3.0,1.32,34.0,7.0,2.9411764705882355,0.0,10.0,5.7,0.4489841269841267,1.98,6.445017882107186,0.1755064041452619,26.0,3.005890585982196,6.885353673981333,0.1874973330863342,0.6954902700991245,1.6282617422551364
mix_uniform_n100_s43661,4.377413,100.0,12.0,0.8955739392045189,3.565539457730532,0.8852395679734195,111.6602388953207,0.0437741299999999,16.0,81.0,50.16,100.0,0.7709563293695632,80.0,0.9819701241573836,7.0,3.8,3.0,83.0,33.333333333333336,0.5365238095238095,9.0,6.06,1.0,100.0,100.0,0.5851190476190478,15.0,9.44,1.0,100.0,100.0,0.6518070818070819,19.0,14.22,1.0,100.0,100.0,0.6426669692536564,3.0,1.38,31.0,7.0,3.225806451612903,0.0,9.0,5.7,0.4586269841269839,1.98,6.722153813216214,0.1705197577115332,25.0,2.4736792344761747,7.103260171865448,0.180187219323528,0.7175010274611563,1.652302683316024
mix_uniform_n100_s43678,4.867192,100.0,12.0,0.8574247805462994,3.48918803834598,0.885028273475792,116.62830637608351,0.04867192,22.0,83.0,48.52,100.0,0.7623212234396566,78.0,0.9825871668171956,6.0,3.84,2.0,95.0,50.0,0.5223333333333335,11.0,6.2,1.0,100.0,100.0,0.604459595959596,14.0,9.54,1.0,100.0,100.0,0.6282353757353757,19.0,13.68,1.0,100.0,100.0,0.6751220285562392,4.0,1.34,33.0,6.0,3.0303030303030303,0.0,11.0,5.7,0.4517936507936506,1.98,6.5441416121096845,0.1517749074946184,24.0,2.634099141450045,7.067318651037064,0.1639086832276458,0.7138705708118246,1.537313436838813
mix_uniform_n100_s43680,5.28118,100.0,13.0,0.870420090819643,3.5328305126433324,0.8763814277079689,114.88705402679024,0.0528118,22.0,78.0,45.48,100.0,0.7652316455129133,81.0,0.9779433319468072,6.0,3.76,1.0,100.0,100.0,0.545,8.0,5.9,1.0,100.0,100.0,0.594952380952381,18.0,9.54,1.0,100.0,100.0,0.6215212140800376,22.0,14.08,1.0,100.0,100.0,0.6480682786425824,3.0,1.44,28.0,7.0,3.571428571428572,0.0,9.0,5.68,0.4569999999999997,1.98,6.651716615276547,0.1651512213851292,25.0,2.4975541196709226,7.129667642774866,0.1770179620355566,0.7201684487651381,1.2523016977324914
mix_uniform_n100_s43681,22.5,100.0,10.0,0.8803035442813582,3.5707162944565733,0.8676241334576614,113.59717980192352,0.225,18.0,76.0,46.62,100.0,0.7540242214504578,75.0,0.9679946072850878,6.0,3.76,3.0,75.0,33.333333333333336,0.5503333333333332,11.0,6.16,2.0,91.0,50.0,0.6472849927849925,16.0,9.26,1.0,100.0,100.0,0.6751807914307915,20.0,13.76,1.0,100.0,100.0,0.6545482086712735,3.0,1.42,29.0,7.0,3.4482758620689653,0.0,10.0,5.74,0.4579126984126981,1.98,6.539597010325196,0.1675861332360168,26.0,2.610998321246285,6.970031830205553,0.1786166152305492,0.7040436192126821,1.383461245197895
mix_uniform_n100_s43705,3.818682,100.0,10.0,0.8804200238356258,3.653798022295123,0.8287255005147274,113.5821508969564,0.0381868199999999,14.0,78.0,50.26,100.0,0.7829964853994814,82.0,0.9786234401569128,6.0,3.78,2.0,95.0,50.0,0.6076666666666665,9.0,6.04,1.0,100.0,100.0,0.5886904761904762,16.0,9.84,1.0,100.0,100.0,0.6161575369075368,21.0,14.4,1.0,100.0,100.0,0.6438526165097375,3.0,1.36,32.0,5.0,3.125,0.0,8.0,5.74,0.4559047619047617,1.98,6.573703208925607,0.1918356845975222,23.0,3.1509877100554005,7.005919403708382,0.2044487410415233,0.7076686266372102,1.526271635787896
mix_uniform_n100_s43724,25.0,100.0,7.0,0.939329122559456,3.788453767547951,0.8224389460238803,106.45895841866692,0.25,16.0,71.0,44.78,100.0,0.7713448592253223,78.0,0.9658662019567508,6.0,3.82,3.0,86.0,33.333333333333336,0.609,11.0,6.06,1.0,100.0,100.0,0.5918888888888888,15.0,9.7,1.0,100.0,100.0,0.6069124764124763,23.0,14.28,1.0,100.0,100.0,0.6596332388801429,3.0,1.32,34.0,5.0,2.9411764705882355,0.0,11.0,5.8,0.4482619047619045,1.98,6.616985480881483,0.1546635939709147,25.0,2.872429951283147,6.82733617890839,0.1595802731815812,0.6896299170614535,1.2712143539971397
mix_uniform_n100_s43728,18.0,100.0,15.0,0.8161849604578302,3.440056875031243,0.8666968261155743,122.52124805620784,0.18,21.0,81.0,47.42,100.0,0.7657196558863606,85.0,0.9839794162852356,7.0,3.76,2.0,91.0,50.0,0.5722857142857144,9.0,6.02,1.0,100.0,100.0,0.5457857142857143,16.0,9.58,1.0,100.0,100.0,0.6222597125097126,20.0,14.02,1.0,100.0,100.0,0.647848734340994,4.0,1.44,28.0,9.0,3.571428571428572,0.0,11.0,5.64,0.4674206349206348,1.98,6.786830920899224,0.1325995667602273,26.0,2.703035951391043,7.512296763989893,0.1467735542389695,0.758817854948474,1.269868041520302
mix_uniform_n100_s43706,16.0,100.0,15.0,0.8444147980277825,3.448988239787397,0.8920357758991337,118.42521025633404,0.16,18.0,77.0,46.38,100.0,0.7660342279133079,85.0,0.9795196244471686,6.0,3.68,1.0,100.0,100.0,0.5383333333333331,10.0,6.06,1.0,100.0,100.0,0.5604285714285715,15.0,9.48,1.0,100.0,100.0,0.6171319791319787,23.0,14.12,1.0,100.0,100.0,0.6566468929471688,3.0,1.38,31.0,7.0,3.225806451612903,0.0,9.0,5.64,0.4801111111111109,1.98,6.433238708282638,0.1680039059664982,19.0,3.0423003582818318,7.0008657340921205,0.1828274749015917,0.7071581549588001,1.694156067874751
mix_uniform_n100_s43733,16.0,100.0,12.0,0.8690673475946368,3.5393386504850683,0.87180440604079,115.06588100079382,0.16,20.0,75.0,43.92,100.0,0.7719836966997298,80.0,0.9700136542686688,6.0,3.72,2.0,94.0,50.0,0.5036666666666669,9.0,6.06,1.0,100.0,100.0,0.5990714285714284,14.0,9.62,1.0,100.0,100.0,0.6485586080586081,22.0,14.06,1.0,100.0,100.0,0.6770430680430679,3.0,1.38,31.0,7.0,3.225806451612903,0.0,9.0,5.7,0.4624682539682538,1.98,6.576623879157945,0.1753716694366567,24.0,2.826376033811852,7.054663261522117,0.1881190252353294,0.7125922486385976,1.3447946217153666
mix_uniform_n100_s43753,6.534449,100.0,13.0,0.9202872700238608,3.655136023119694,0.8656178262911302,108.66172254822916,0.06534449,23.0,74.0,42.56,100.0,0.7507677039745928,78.0,0.969178508657168,6.0,3.82,1.0,100.0,100.0,0.521,11.0,6.06,1.0,100.0,100.0,0.5642445887445889,13.0,9.26,1.0,100.0,100.0,0.6237834942834943,19.0,13.6,1.0,100.0,100.0,0.6559110575526987,3.0,1.36,32.0,6.0,3.125,0.0,9.0,5.68,0.4519999999999996,1.98,6.897401603234062,0.1391925855532542,24.0,3.772349365449896,7.189915830984535,0.1450956507963468,0.7262541243418722,1.6645301423448298
mix_uniform_n100_s43763,20.0,100.0,11.0,0.9080319765000752,3.655141963658793,0.8540877793006126,110.1282802676627,0.2,17.0,80.0,46.34,100.0,0.7696302449550438,80.0,0.9746655133327934,6.0,3.72,1.0,100.0,100.0,0.5336666666666666,11.0,5.94,1.0,100.0,100.0,0.5699769119769122,14.0,9.4,1.0,100.0,100.0,0.598562271062271,20.0,14.0,1.0,100.0,100.0,0.6508147276699907,3.0,1.34,33.0,6.0,3.0303030303030303,0.0,8.0,5.72,0.4382142857142854,1.98,6.892071508172693,0.1693745122797405,24.0,3.3661581510451555,7.232679213243556,0.1777450383047084,0.7305736579033895,1.4243728675994145
mix_uniform_n100_s43780,18.0,100.0,8.0,0.8557216861142273,3.4976346400678096,0.8790093998173206,116.86042509229028,0.18,20.0,80.0,53.06,100.0,0.7826988706752371,87.0,0.9859442410667534,7.0,3.8,1.0,100.0,100.0,0.555,9.0,6.22,1.0,100.0,100.0,0.6119126984126982,15.0,9.76,1.0,100.0,100.0,0.6021295371295373,21.0,14.5,1.0,100.0,100.0,0.6441460677265632,4.0,1.42,29.0,6.0,3.4482758620689653,0.0,9.0,5.78,0.442285714285714,1.98,6.442880565187424,0.1655287046798832,22.0,2.387118601258473,6.964882779937166,0.178939841138695,0.7035235131249662,1.4085910167507143
mix_uniform_n100_s43782,30.0,100.0,12.0,0.8876327058298279,3.577111890782796,0.8717222077126289,112.65921066587136,0.3,20.0,75.0,45.14,100.0,0.7543858018739029,76.0,0.9755971622029832,6.0,3.74,2.0,94.0,50.0,0.4896666666666667,10.0,5.98,1.0,100.0,100.0,0.5828809523809523,15.0,9.64,1.0,100.0,100.0,0.6107866577866577,21.0,13.94,1.0,100.0,100.0,0.6432267366276654,3.0,1.44,28.0,6.0,3.571428571428572,0.0,10.0,5.7,0.4486269841269837,1.98,6.814760337943443,0.1807572052367484,23.0,3.3531909921825664,7.233257719089294,0.1918575834251986,0.7306320928373025,1.2986276083854116
mix_uniform_n100_s43787,5.768746,100.0,11.0,0.8590960059235094,3.561125450623652,0.8512889920258232,116.401425813291,0.05768746,16.0,77.0,48.04,100.0,0.774135151703662,82.0,0.976488247508886,7.0,3.74,1.0,100.0,100.0,0.5271904761904762,9.0,6.08,1.0,100.0,100.0,0.6016825396825398,14.0,9.44,1.0,100.0,100.0,0.6531113331113331,22.0,13.9,1.0,100.0,100.0,0.6880491273432451,3.0,1.38,31.0,8.0,3.225806451612903,0.0,9.0,5.72,0.4479999999999998,1.98,6.562003270869299,0.1441722735792149,26.0,1.857115405848408,7.079712023557298,0.1555467342196468,0.7151224266219494,1.4595643858979113
mix_uniform_n100_s43789,22.5,100.0,10.0,0.9124952963236088,3.6926353734728368,0.8409451053015661,109.58960599895065,0.225,20.0,76.0,46.4,100.0,0.757859978876488,72.0,0.9725366961121296,8.0,3.7,1.0,100.0,100.0,0.5729047619047618,10.0,6.1,1.0,100.0,100.0,0.6063492063492064,13.0,9.18,1.0,100.0,100.0,0.6534766899766901,21.0,13.78,1.0,100.0,100.0,0.64631787665379,3.0,1.42,29.0,7.0,3.4482758620689653,0.0,9.0,5.74,0.4569841269841268,1.98,6.636422290949532,0.1469397370693169,20.0,2.669884799800548,6.947342280791697,0.1538239435821104,0.7017517455345148,1.4722229349808449
mix_uniform_n100_s43794,25.0,100.0,12.0,0.8270972518050225,3.407972385630776,0.8948995870327412,120.90476637634109,0.25,22.0,81.0,51.12,100.0,0.7729420530523757,83.0,0.9855013269727592,8.0,3.78,1.0,100.0,100.0,0.4878809523809522,10.0,6.16,1.0,100.0,100.0,0.5770238095238094,15.0,9.4,1.0,100.0,100.0,0.6291813741813741,20.0,13.92,1.0,100.0,100.0,0.6608416901296158,3.0,1.38,31.0,6.0,3.225806451612903,0.0,10.0,5.7,0.4522698412698409,1.98,6.781087375795692,0.1453773353208814,24.0,2.799296452375652,7.456260137735684,0.1598521255090197,0.7531575896702712,1.381944645579469
mix_uniform_n100_s43844,4.916918,100.0,8.0,0.9027712030665274,3.639054792972024,0.8566637141625342,110.7700374805052,0.04916918,20.0,80.0,49.52,100.0,0.7805434228772444,78.0,0.9796259741704372,6.0,3.7,3.0,76.0,33.333333333333336,0.6003333333333333,10.0,6.08,1.0,100.0,100.0,0.6095873015873016,15.0,9.52,1.0,100.0,100.0,0.6521752691752692,19.0,13.84,1.0,100.0,100.0,0.6787962926306581,3.0,1.46,27.0,8.0,3.703703703703704,0.0,10.0,5.78,0.4498492063492063,1.98,6.763796253029647,0.1688335572390749,26.0,2.185480543194643,7.118716015601104,0.1776928374136583,0.7190622237980913,1.2834563032352866
mix_uniform_n100_s43858,22.5,100.0,10.0,0.909647205941715,3.685354290413366,0.8416361168879032,109.93272924581206,0.225,18.0,76.0,47.04,100.0,0.7684066343544765,82.0,0.9718402102417764,7.0,3.84,1.0,100.0,100.0,0.5115238095238094,10.0,6.1,1.0,100.0,100.0,0.5984761904761905,14.0,9.34,1.0,100.0,100.0,0.6282750027750027,23.0,13.94,1.0,100.0,100.0,0.6668155185663264,3.0,1.32,34.0,6.0,2.9411764705882355,0.0,9.0,5.74,0.4446746031746029,1.98,7.004616005876171,0.1328810304671061,27.0,2.341368720181856,7.344256515928687,0.1393241789460935,0.7418440925180491,1.3145195449114069
mix_uniform_n100_s43860,20.0,100.0,14.0,0.9010208490145736,3.619403729232793,0.8643122042044777,110.9852231603384,0.2,21.0,74.0,46.0,100.0,0.7651262889038227,82.0,0.9730067618066432,6.0,3.7,1.0,100.0,100.0,0.5043333333333333,9.0,5.98,1.0,100.0,100.0,0.5565158730158732,15.0,9.3,1.0,100.0,100.0,0.5896613941613941,22.0,14.06,1.0,100.0,100.0,0.6326846052983823,3.0,1.38,31.0,6.0,3.225806451612903,0.0,8.0,5.66,0.4405238095238091,1.98,7.388982660096408,0.1576100583624027,26.0,2.2473291491028555,7.784258099081746,0.1660414470763248,0.7862886968769441,1.2189319242343133
mix_uniform_n100_s43868,5.525708,100.0,13.0,0.8143935779477115,3.307108408732588,0.9357230790584604,122.79075217169816,0.05525708,22.0,86.0,54.26,100.0,0.7847757276002337,87.0,0.9920415592860444,7.0,3.76,1.0,100.0,100.0,0.5306666666666666,9.0,6.12,1.0,100.0,100.0,0.5641428571428573,14.0,9.54,1.0,100.0,100.0,0.6223558108558107,21.0,14.12,1.0,100.0,100.0,0.6562856934946717,3.0,1.4,30.0,8.0,3.333333333333333,0.0,10.0,5.68,0.4426507936507935,1.98,6.287912200827099,0.1359254536023331,20.0,2.398806749738557,6.9676976784658144,0.1506203390347612,0.7038078463096783,1.3920829994074282
mix_uniform_n100_s43879,4.498767,100.0,12.0,0.883408930516744,3.561478907811776,0.8752072286433318,113.1978595026266,0.04498767,21.0,77.0,46.8,100.0,0.7624244281908962,79.0,0.9801760713591112,6.0,3.74,2.0,95.0,50.0,0.5119999999999999,9.0,6.06,1.0,100.0,100.0,0.5789126984126985,15.0,9.22,1.0,100.0,100.0,0.5977787212787213,19.0,14.06,1.0,100.0,100.0,0.6273106533988888,3.0,1.42,29.0,8.0,3.4482758620689653,0.0,9.0,5.7,0.4554047619047615,1.98,7.049998342091686,0.1522347239298577,25.0,2.776641270205994,7.500809266845164,0.1619693470239743,0.7576575017015318,1.407375805783976
mix_uniform_n100_s43891,18.0,100.0,13.0,0.9089291399139722,3.6023555839813257,0.8801703457775285,110.01957755415869,0.18,20.0,73.0,45.26,100.0,0.760913789909778,81.0,0.9732243482710744,6.0,3.82,1.0,100.0,100.0,0.4766666666666665,8.0,5.98,1.0,100.0,100.0,0.587690476190476,14.0,9.52,1.0,100.0,100.0,0.6044353979353977,21.0,14.28,1.0,100.0,100.0,0.6630191129819611,3.0,1.42,29.0,8.0,3.4482758620689653,0.0,9.0,5.68,0.4561587301587299,1.98,7.005808921569211,0.1516401020343893,21.0,3.5259227423600263,7.348408224892196,0.1590556330450711,0.7422634570598177,1.6740568175684951
mix_uniform_n100_s43895,6.408147,100.0,14.0,0.9009223828545884,3.608460652862052,0.8694673792374711,110.9973532715973,0.06408147,14.0,74.0,46.36,100.0,0.770582139146955,84.0,0.9751458744156812,6.0,3.76,1.0,100.0,100.0,0.5233333333333334,11.0,6.22,1.0,100.0,100.0,0.5866666666666664,15.0,9.62,1.0,100.0,100.0,0.601747308247308,20.0,14.06,1.0,100.0,100.0,0.6556641149528144,3.0,1.42,29.0,8.0,3.4482758620689653,0.0,10.0,5.66,0.4527222222222219,1.98,6.726887029687711,0.1871985034128211,19.0,3.2342872023133924,7.08713076223305,0.1972235101207852,0.7158717941649545,1.2873617796111358
mix_uniform_n100_s43901,4.903764,100.0,12.0,0.8520860687384665,3.5303979576342903,0.8591045169612914,117.35903645045197,0.04903764,14.0,78.0,50.1,100.0,0.7765426300695037,85.0,0.9786965600817692,7.0,3.66,1.0,100.0,100.0,0.5676666666666665,10.0,5.94,1.0,100.0,100.0,0.5815952380952379,15.0,9.42,1.0,100.0,100.0,0.6527768342768344,19.0,14.14,1.0,100.0,100.0,0.6416739685323277,3.0,1.34,33.0,6.0,3.0303030303030303,0.0,9.0,5.7,0.4414285714285711,1.98,6.606399156647233,0.1685109256546886,22.0,2.8835102437688467,7.1568691607919295,0.1825518892331956,0.7229160768476697,1.3972131960250282
mix_uniform_n100_s43902,18.0,100.0,14.0,0.8375997445134596,3.3674050423564914,0.9282301794363952,119.3887661201323,0.18,26.0,78.0,46.64,100.0,0.7622260293632114,78.0,0.9818196500819422,7.0,3.68,4.0,84.0,25.0,0.5641428571428575,10.0,6.02,1.0,100.0,100.0,0.5529444444444446,15.0,9.5,1.0,100.0,100.0,0.6263735153735154,24.0,14.02,1.0,100.0,100.0,0.6635096796833235,3.0,1.4,30.0,5.0,3.333333333333333,0.0,11.0,5.66,0.4518405483405482,1.98,6.7355127938563015,0.16001501631097,24.0,2.4603978225744525,7.359569269372346,0.1748406740099281,0.743390835290136,1.3961105796493527
mix_uniform_n100_s43909,4.363655,100.0,13.0,0.8500524506461594,3.500333735964507,0.8718397787210221,117.63979966646286,0.0436365499999999,24.0,77.0,45.82,100.0,0.7621185095131026,77.0,0.9786803668054486,7.0,3.82,1.0,100.0,100.0,0.5386190476190474,9.0,6.08,1.0,100.0,100.0,0.6201111111111111,13.0,9.3,1.0,100.0,100.0,0.6479382284382286,22.0,13.66,1.0,100.0,100.0,0.6751272831056114,3.0,1.3,35.0,5.0,2.857142857142857,0.0,9.0,5.68,0.4589523809523807,1.98,6.535138374115605,0.157585267287269,20.0,3.617238754325646,7.088134107920585,0.1709199475238095,0.7159731422142006,1.5817530834413207
mix_uniform_n100_s43904,4.165562,100.0,10.0,0.917972371363456,3.6974551368716377,0.8437885890072158,108.93574046403045,0.04165562,15.0,79.0,50.2,100.0,0.7698207023144609,78.0,0.978280339838195,6.0,3.6,1.0,100.0,100.0,0.4996666666666667,9.0,5.88,1.0,100.0,100.0,0.5705396825396823,13.0,9.38,1.0,100.0,100.0,0.6078222333222333,21.0,14.0,1.0,100.0,100.0,0.6458338793129813,3.0,1.28,36.0,5.0,2.7777777777777777,0.0,9.0,5.74,0.4606666666666665,1.98,6.87730716429949,0.1518578833646775,22.0,3.0460812997867066,7.178002689949199,0.1584975440591181,0.7250507767625454,1.5772134681077032
mix_uniform_n100_s43923,5.748547,100.0,12.0,0.8732277819834555,3.5542754617943118,0.8686308347970795,114.5176574351074,0.05748547,17.0,77.0,47.5,100.0,0.76415713970759,83.0,0.9785275476223796,7.0,3.76,1.0,100.0,100.0,0.4748571428571428,9.0,6.08,1.0,100.0,100.0,0.5354444444444446,14.0,9.24,1.0,100.0,100.0,0.5851445221445222,19.0,13.68,1.0,100.0,100.0,0.6374246640012892,3.0,1.38,31.0,5.0,3.225806451612903,0.0,9.0,5.7,0.4483333333333329,1.98,7.102775817897896,0.1422533133252087,25.0,3.1575036804905503,7.600888034958616,0.1522294290159365,0.7677664681776379,1.2940876955765248
mix_uniform_n100_s43961,20.0,100.0,10.0,0.8647860090317351,3.508486127471135,0.8828338799186277,115.63554330852998,0.2,21.0,80.0,51.12,100.0,0.7748531336516347,86.0,0.9811277189467806,7.0,3.66,2.0,81.0,50.0,0.5984761904761906,9.0,6.0,1.0,100.0,100.0,0.6198412698412699,13.0,9.34,1.0,100.0,100.0,0.6300155400155399,21.0,14.3,1.0,100.0,100.0,0.6249116017281652,3.0,1.36,32.0,5.0,3.125,0.0,10.0,5.74,0.4596031746031743,1.98,6.488922543886194,0.1700976373968786,24.0,2.5082641124462977,6.977795909093562,0.1829127394181508,0.7048278696054103,1.7754406558887674
mix_uniform_n100_s44008,25.0,100.0,14.0,0.8349167287806875,3.438193295523096,0.8875492240960381,119.77242346795472,0.25,25.0,82.0,48.3,100.0,0.7636961058970881,82.0,0.9852559770716676,6.0,3.76,1.0,100.0,100.0,0.5156666666666666,10.0,6.16,1.0,100.0,100.0,0.5651746031746033,15.0,9.64,1.0,100.0,100.0,0.6083157953157954,22.0,14.06,1.0,100.0,100.0,0.6612493592578733,3.0,1.34,33.0,6.0,3.0303030303030303,0.0,10.0,5.66,0.4571746031746028,1.98,6.579547268788804,0.1710851319782054,22.0,2.921322477849456,7.20069523223029,0.1872365747693357,0.7273429527505342,1.4476597204106016
